id,keywords,year
1149,"Wissenschaftler,Wissenschaft,Hausmantel,Allegorie,Geometrie,Geografie,Weltenbummler,Seeschifffahrt,Entdecker,Forschungsreisender,Kartograf,Geograf,Kartografie,Handel,Kolonisation,Niederlande,Weltkarte,Seekarte,Konzentration (Psychologie),Innehalten,Denken,Geodäsie,Berechnung,Faszination,Fremde,Camera obscura,Fliese,Delft,Bildung,Gelehrter,Reichtum,Pergament,Inspiration,Arbeit,Fachliteratur,Erde (Planet),Distanz (Psychologie),Erkenntnis,Weg",1660
1150,"Muse,Geliebte,Antike,Renaissance,Stola,Seide,Kostüm,Theater,Italien,Idealbildnis,Schauspielerin",1860
1164,"Licht,Schatten,Lebendigkeit,Bewegung (Körperbewegung),Reise,Naturschauspiel,Kulisse,Ideal,Ideallandschaft,Abgeschiedenheit,Romantik,Italien,Sehnsucht,Studienreise,Klassizismus,Antike",1870
1168,"Königin,Garten Eden,Kreuzblume (Architektur),Gotik,Katalonien,Flandern,Jungfrau,Chor,Engelchor,Mütterlichkeit,Mutter-Kind-Beziehung,Schutz,Bedeutungsgröße,Monumentalität,Apfel,Orange (Frucht),Herrschaft,Macht,Musik,Reichtum,Aragonien,Marienkrönung",1430
1182,"Septimius-Severus-Bogen (Rom),Santo Spirito in Sassia (Rom),Forum Romanum (Rom),Aqua Claudia (Rom),Santa Croce in Gerusalemme (Rom),Mark-Aurel-Säule (Rom),Viadukt,Relief,Mythologie,Antikenrezeption,Antike,Mittelalter,Renaissance,Zerstörung,Held,Heldentum,Vedute,Gefangenschaft,König,Opfer (Straftat),Tod,Folter,Strafe,Krieger,Angriff,Krieg,Schlacht,Eroberung,Kavallerie,Feind,Volk,Erzählung,Wandverkleidung,Cassonemaler,Cassone,Sarkophag,Sgraffito,Palazzo Lanfredini (Florenz),Paragone,Tugend,Irrtum,Attentat,Legende,Volkslegende,Gold",1480
1183,"Vision,Göttlichkeit,Passion,Lendentuch,Stall,Muttergottes,Palast,Ruine,Hirte,Marmor,Porphyr,Inszenierung,Christentum,Bewunderung,Anbetung,Israel,Mutter,Vater,Sohn,Weihnachtsgeschichte,Lichtgestalt,Tierlaut,Marienleben,Sieben Freuden Mariä",1520
1184,"Italien,Renaissance,Farbperspektive,Keuschheit,Jungfrau,Entrückung,Lieblichkeit,Nazarener,Unschuld,Demut,Frömmigkeit,Christentum,Düsseldorf,Engel,Schönheit,Tollkirsche,Erhöhung,Glaube,Anmut,Tugend,Rubin,Smaragd",1830
1198,"Gebet,Mutter,Vater,Sohn,Mutter-Kind-Beziehung,Familie,Weihnachtsgeschichte,Geburt,Nacht,Stall,Ruine,Marienleben,Wunder,Stern,Empfängnis,Schwangerschaft,Bewunderung,Muttergottes,Passion,Frömmigkeit,Magd,Knecht,Erstaunen,Vision,Christentum,Lichtgestalt,Botschaft,Geschenk,Verehrung,Gabe",1760
1207,"Akademie,Salonmalerei,Adel,Reichtum,Standesporträt,Rokoko,Samt,Hof,Ehemann,Gegenstück,Reise,Frankfurt am Main,Perücke,Mode,Kaufmann,Tugend,Protestantismus",1740
1208,"Adel,Reichtum,Standesporträt,Rokoko,Seide,Salonmalerei,Hof,Ehefrau,Gegenstück,Reise,Frankfurt am Main,Perücke,Mode,Protestantismus",1740
1212,"Tischdecke,Serviette,Pokal,Kunstkammer,Schwangerschaft,Tod,Fehlgeburt,Symbolik,Passion,Auferstehung,Christentum,Zeit,Allegorie,Wissenschaft,Musik,Seide,Notenbuch,Violine,Begierde,Memento mori",1650
1218,"Sieben Schmerzen Mariä,Reise,Reisende,Vertreibung,Flüchtling,Schutz,Schutzsuchende,Eltern,Mutter,Vater,Ideallandschaft,Staffage,Repoussoir",1620
1219,"Kunstkammer,Frühling,Sommer,Winter,Auferstehung,Metamorphose,Vanitas,Ewigkeit,Künstlichkeit,Schönheit,Duft,Treue,Lichtführung",1610
1225,"Bauernhaus,Steinzeug,Magd,Gastwirtin,Bäuerin,Gesellschaft,Prekariat,Armut,Genuss,Handel,Wirtshaus,Dorf,Alltag,Hell-Dunkel-Kontrast,Stofflichkeit,Kohle",1630
1233,"Bauer,Bäuerin,Dirne,Schankmagd,Lebensalter,Altersunterschied,Alkohol,Geldbörse,Vergnügen,Wirtshaus,Laster,Realismus,Naturalismus,Niederlande,Trinkgelage,Ehepaar,Armut,Begierde,Armut,Verführung,Tabak",1660
1234,"Büste,Samt,Bluse,Rose,Nelke,Verlöbnis,Ehefrau,Barock,Eitelkeit,Spiegel,Spiegelbild,Stolz,Selbstbewusstsein,Frankreich,Niederlande,Tronie",1650
1236,"Reise,Wanderung,Reisender,Holland,Stall,Spaziergang,Rast,Staffage,Ideallandschaft,Idylle,Ziehbrunnen,Scheune",1620
1240,"Ideallandschaft,Staffage,Wanderung,Spaziergang,Reise,Einsamkeit,Klause,Einsiedlerin,Niederlande",1640
1258,"Abend,Tod,Vergänglichkeit,Schauspiel,Tragödie,Theater,Literatur,Philosophieren,Rückzug,Schauspieler,Kulisse,Filmszene,Dänemark,England,Burg,Renaissance,Prinz,Liebesgeschichte,Romantik (Liebe),Auftragsarbeit,Rache,Kostüm,Oper,Sensibilität",1860
1260,"Abendrot,Ordenstracht,Trauer,Nonne,Witwe,Renaissance,Dämmerung,Italien,Einsamkeit,Rückzug,Leid,Zypresse,Wind",1870
1269,"Samarien,Wasser,Lebendigkeit,Lebenskraft,Trinkgefäß,Trinkender,Durst,Ewiges Leben,Unsterblichkeit,Quelle,Spiritualität,Erleuchtung,Erscheinung,Religion,Glaube,Judentum,Gottessohn,Erlösung,Heilsgeschichte,Rast,Reise,Reisender,Prophet,Krater (Gefäß),Konflikt,Hilfe",1600
1278,"Römer (Glas),Berkemeyer,Gegenstück,Tischdecke,Vanitas,Sommer,Herbst,Paragone,Barock,Reichtum,Auferstehung,Sünde,Sündenfall,Genuss,Begierde,Lüsternheit",1660
1281,"Windel,Mutter,Mutter-Kind-Beziehung,Sohn,Geburt Jesu,Gottessohn,Muttergottes,Mütterlichkeit,Beschützerin,Vertrautheit,Zuneigung,Zärtlichkeit,Passion,Heilsgeschichte,Marienleben,Jungfrau,Unbeflecktheit,Reinheit,Empfängnis,Immaculata,Geburt,Gebet,Andacht,Christentum,Religiösität,Frömmigkeit,Devotion,Renaissance,Barock,Intimität,Innigkeit,Heilige,Liebe,Maria Umiltà",0
1282,"Genius,Zyklop,Kamee,Ehefrau,Mutter,Schwangerschaft,Verkündigung Mariens,Antike,Italien,Ehe,Fürsorge,Geburt,Fruchtbarkeit,Nahrung,Jugend,Lebenslust,Symmetrie,Marmor,Relief,Rokoko,Teller,Fabelwesen,Schmied,Arbeit,Rüstung,Waffe,Gegensatz,Idylle,Stütze,Präsentation",1770
1283,"Mundschenk,Blitz,Weisheit,Expressivität (Kunst),Schiffbau,Tochter,Stier,Titan,Nymphe,Zyklop,Groteske,Rosette,Arabeske,Kamee,Symmetrie,Marmor,Relief,Rokoko,Teller,Präsentation,Last,Italien,Fabelwesen",1770
1284,"Klause,Wanderung,Pilger,Pilgerreise,Spaziergang,Reise,Jerusalem,Auferstehung,Botschaft,Bauer,Brauchtum,Christentum,Hafen,Meer",1600
1285,"Gefahr,Garten Eden,Garten,Dorf,Ausflug,Beute,Freizeit,Barock,Goldenes Zeitalter (Niederlande),Alltag,Hafen",1600
1286,"Ackerbau,Wanderer,Wanderung,Spaziergang,Reise,Reisender,Pilger,Hilfe,Schutz,Erschöpfung,Barmherzigkeit,Krankheit (Mensch),Dorf,Nächstenliebe,Liebe,Mitgefühl,Gleichnis,Jerusalem,Räuber,Überfall,Diebstahl,Jordan,Judentum",1590
1337,"Rokoko,Klassizismus,Gelehrter,Anonymität,Wissen,Wissenschaft,Schriftsteller,Humanist,Theologie,Philosophie",1770
1340,"Ehepaar,Vater,Tochter,Dirne,Wirtshaus,Wirtshaus,Moral,Deutschland,Bayern,Bauer,Einfachheit,Altersunterschied,Gegensatz,Jugend,Lebensalter,Unbehagen,Lüsternheit,Realismus,Ablehnung,Niederlande,Feinmalerei",1870
1350,"Dorf,Stadt,Spaziergang,Ausflug,Herbst,Jahreszeit,Erdatmosphäre,Idylle,en plein air,Licht",1870
1351,"Waisenhaus,Schulhof,Pause,Stadtwappen,Impressionismus,Naturalismus,Realismus,Spende,Friedlichkeit,Ateliersarbeit,Fürsorge,Freilichtmalerei,Bank,Lebendigkeit,Geselligkeit,Handarbeit,Gemeinschaft,Frühling,Alltag,Sommer,Zugehörigkeit,Gleichheit",1880
1354,"Genuss,Biedermeier,Wirtshaus,Mönch,Geistlicher,Christentum,Glaube,Abgeschiedenheit,Bibel,Kontemplation,Gartenlaube,Romantik,Idylle,Vergänglichkeit,Veränderung,Naturerfahrung,Einsamkeit,Stille,Vogelkäfig,Fels",1840
1365,"Gotik,Renaissance,Italien,Frankfurt am Main,Reise,Distanz (Psychologie),Unnahbarkeit,Frontalität,Tiefe,Freundschaft,Strenge,Münzporträt,Plastik,Kontrast,Silhouette,Gegensätzlichkeit,Fotografie",1890
1371,"Feldarbeiter,Bauer,Impressionismus,en plein air,Seinetal,Sommer,Ernte,Klatschmohn,Zypresse,Pappel,Italien,Hitze,Provence,Grasse,Parfüm,Gebäude,Architektur,Lichtführung,Weite,Landwirtschaft,Idylle",1860
1374,"Mutter,Angst,Gefühl,Schrecken,Vergänglichkeit,Zerstörung,Verfall,Lichtführung,Großer Brand Roms (64 n. Chr.),Rom,Santa Maria di Loreto (Rom),Trajanssäule (Rom),Trajansforum (Rom),Forum Romanum (Rom),Italien,Krieg,Naturkatastrophe,Pompeji,Brandstiftung,Weltuntergang,Rettung,Troja",1770
1375,"Dompteurin,Rivalin,Macht,Rollenbild,Zirkus,Zirkuswagen,Gefangenschaft,Zoo,Zivilisation,Natur,Wildnis,Brokat",1880
1378,"Bauer,Bäuerin,Magd,Knecht,Gartensalat,Salatkopf,Taubenzucht,Paprika,Handel,Gleichnis,Antike,Antikenrezeption,Apostel,Flucht,Folter,Steinigung,Lust,Sexualität,Phallus,Töpferhandwerk,Simultandarstellung",1550
1385,"Niederlande,Urlaub,Kanal,Boot,Sommer,Wind,Reise,Erholung",1870
1393,"Biedermeier,Dorf,Voyeur,Voyeurismus,Neid,Liebe,Eifersucht,Liebespaar,Geliebte,Magd,Knecht,Familie,Mutter,Kuss,Umarmung,Zärtlichkeit,Hochzeit,Jugend,Lebensalter,Abschied,Begrüßung,Freude,Tanz,Rendezvous",1860
1395,"Militär,Offizier,Philosoph,Anonymität,Niederlande,Charakter",1750
1400,"Kleid,Sünde,Sündenfall,Geschlechtsakt,Erotik,Frucht,Fruchtreife,Leben,Trunkenheit,Bett,Couch,Sinnlichkeit,Prostitution,Geliebte,Muse,Voyeurismus,Belle époque,Schönheitsideal,Schönheit,Jugend,Fruchtbarkeit,Symbolismus,Inszenierung,Trieb,Das Animalische,Maskenball,Paravent",1900
1406,"Ornans,Juragebirge,Dämmerung,Heimat,Menschenleere,Verlassenheit,Ungewissheit,Winterlandschaft,Kälte,Dunkelheit,Wand,Verschlossenheit,Grobheit,Geisterstadt,Einfachheit",1860
1415,"Schwager,Händler,Kaufmann,Bankier,Reflexion (Psychologie),Realismus",1840
1417,"Nähe,Zweisamkeit,Entspannung,Naturerfahrung,Ruhe,Stille,Unschuld,Sinnlichkeit,Weiblichkeit,Bach,Teich,See,Burg,Präraffaelismus",1520
1426,"Erschöpfung,Müdigkeit,Gesellschaftskritik,Armut,Realismus,Kirche (Gebäude),Haus,Reichtum,Tür,Hunger,Bettler,Not,Sorge,Familie,Zusammenhalt,Geborgenheit,Waise,Großmutter,Bediensteter,Flucht,Monumentalität,Trost,Schutzsuchender",1850
1433,"Unwetter,Urgewalt,Meeresrauschen,Macht,Ungezähmtheit,Gefahr,Sturm,Kraft,Naturgewalt,Wogenkamm,Horizont,Brandung,Naturschauspiel,Normandie,Zerstörung,Schöpfung",1860
1436,"Armut,Bescheidenheit,Verfall,Bäuerlichkeit,Provinz,Heimat,Niederlande,Tierhaltung,Einfachheit,Bodenständigkeit,Beschwerlichkeit,Alltag,Arbeit,Anstrengung",1880
1444,"Bauer,Herbst,Fruchtreife,Barbizon,Naturerfahrung,Historienmalerei,Ode,Spaziergang,Fontainebleau,Frankreich,Bewölkung,Idylle,Wind,Bewegung (Körperbewegung),Spätsommer",1870
1447,"Galiläa,Heilsgeschichte,Erscheinung,Prophezeiung,Vorahnung,Botschaft,Bote,Empfängnis,Immaculata,Fruchtbarkeit,Reinheit,Unbeflecktheit,Jungfrau,Schwangerschaft,Geburt,Muttergottes,Gottessohn,Menschwerdung Gottes,Passion,Trinität,Putto,Gebet,Frömmigkeit,Christentum,Sieben Freuden Mariä",1760
1465,"Barock,Jagd,Beute,Reichtum,Mahlzeit,Adel,Symbolik,Treue,Frömmigkeit,Macht,Tod,Gewalt",1670
1466,"Marokko,Reise,Orient,Kampf,Meknès,Begrüßung,Reiterspiel,Araber,Beduine,Tradition,Berberpferd,Reisender,Räuber,Exotismus,Nordafrika",1830
1476,"Garten,Freundschaft,Mannequin,Idylle,Paar,Dandy,Freizeit,Vergnügen,Geselligkeit,Entspannung,Bürgerlichkeit,Mittelstand,Frankreich,Ente,Seide,Impressionismus,Komposition,en plein air,Auflösung,Sport,Spiel,Spielfeld,Etikette,Kleiderordnung,Park",1870
1496,"Putto,Engel,Moos,Waldboden,Manierismus,Venezianische Malerei,Rom,Papst,Heilige,Übermalung,Nothelfer,Königstochter",1520
1498,"Kirchturm,Geschlechterturm,Ölskizze,Dynamik,Impressionismus,Meer,Italienreise,Sommer,en plein air",1820
1499,"Dämmerung,Gewitter,Italienreise,Jahreszeit,Vergänglichkeit,Stadt,Realismus,Impressionismus,en plein air,Studienreise,Abgeschiedenheit,Meer",1820
1501,"Adel,Rokoko,Mode,Repräsentationsbild,Sozialstatus,Lesende,Bildung",0
1507,"Franziskaner,Barock,Deckenmalerei,Vision,Katholizismus,Wunder,Opfertod",1630
1521,"Volk,Israel,Ägypten,Wunder,Zeuge,Schicksal,Wanderung,Erschöpfung,Not,Durst,Wüste,Schlag,Streit,Glaube,Skizze,Disegno,Massa (Bibel),Meriba (Bibel),Sinai (Berg),Versammlung",1550
1527,"Gottessohn,Mailand,Manierismus,Sakrament,Ritual,Symbolik,Christentum,Glaube,Passion,Trinität,Monumentalität",1600
1529,"Musik,Geräusch,Reifrock,Magie,Besucher,Schausteller,Schauspieler,Kavalier,Kurpfuscher,Gelehrter,Bordell,Verführung,Feier,Travestie,Gnaga-Maske,Ereignis,Karneval,Theater,Kulisse,Markttreiben,Komödiant,Patrizier,Vergnügen,Unterhaltung,Oper,Commedia dell'Arte,Markusplatz (Venedig),Rokoko,Gesellschaft,Maskenball",1750
1542,"Wein,Trunkenheit,Rausch,Laster,Fröhlichkeit,Natur,Fruchtbarkeit,Jugend,Genuss,Sinnlichkeit,Natürlichkeit",1610
1551,"Studienreise,Vedute,Vatikanstadt,Arkadien,Antike,Klassizismus,Festung,Kulisse,Staffage,Ideallandschaft,Palatin (Rom),Romantik,Romantik (Liebe),Handel,Reise,Wanderer,Wanderung,Pilger,Flucht,Bäuerin,Bauer,Magd,Campagna Romana,Latium,Sieben Hügel Roms,Leoninische Mauer (Rom)",1770
1553,"Wanderung,Wanderer,Jagd,Reise,Pyrenäen,Alpen,Tirol,Abenteuer,Wildnis,Realismus,Romantik,Naturgewalt",1870
1559,"Bäuerlichkeit,Impressionismus,Freiheit,Alltag,Lichtführung,Weite,Detailgenauigkeit,Luft,Entspannung,Ruhe,Ausflug",1890
1577,"Vulgata,Jerusalem,Perspektive,Statthalter,Qual,Folter,Geißel,Geißelung,Publikum,Demütigung,Menschenmenge,Sünde,Bosheit,Gefangenschaft,Niedertracht,Heimtücke,Niederlande,Christentum,Schmerzensmann",1490
1583,"Ereignis,Theater,Bühne,Dienerin,Macht,Stärke,Triumph,Tod,Bedeutungsgröße,Mückennetz",1590
1607,"Rettung,Flucht,Untergang,Tod,Hochwasser,Überschwemmung,Katastrophe,Sündenfall,Enttäuschung,Strafe",1590
1614,"Plastik,Postament,Skulptur,Gegenstück,Studie,Niederlande,Kelterei,Monumentalität,Barock,Forschung,Metamorphose,Künstlichkeit,Verfallsprozess,Marmor,Granit,Vanitas",1760
1615,"Gegenstück,Skulptur,Plastik,Monumentalität,Postament,Fruchtreife,Vanitas,Forschung,Botanik,Ironie,Denkmal,Naturwissenschaft,Detailgenauigkeit,Vanitas",1760
1626,"Jugend,Lebensalter,Vergänglichkeit,Zeit,Verführung,Sexualität,Orgie,Syphilis,Schutz,Ambivalenz,Rausch,Liebe,Sucht,Versuchung,Versuchung,Sünde,Krankheit (Mensch),Hirte,Armut,Globus",1660
1628,"Tochter,Realismus,Prinzessin,Ostern,Symbolik,Frühling,Unschuld,Haustier,Stofftier,Lieblichkeit,Friedlichkeit,Sanftmut,Zärtlichkeit",1800
1629,"Sehnsucht,Minnesang,Romantik (Liebe),Romantik,Musik,Verliebtheit,Komponist,Nazarener,Sonnenaufgang,Sonnenuntergang,Abendrot",1850
1644,"Rokoko,Klassizismus,England,Amt,Christliche Kirche,Theologe,Pfarrer,Gemeindehelfer,Steuereinnehmer,Gemeindearbeit,Viktorianisches Zeitalter,Steuer,Naturalien,Amtstracht,Mutter,Sohn,Christentum,Abgabe,Steuer,Verwalter",1790
1648,"Staffage,Einsiedler,Klause,Wanderung,Wanderer,Pilger,Pilgerreise,Frömmigkeit,Religiösität,Christentum,Toskana,Kloster,Arkadien,Verehrung,Einöde,Fastenzeit,Stigmata,Heiligenverehrung,Heiligtum",1800
1650,"Provinz,Saint-Vincent (Roquevaire),Kirche (Gebäude),Frühwerk,Kalk,Sommer,Sonnenschein,Zypresse,Idylle,Sehnsucht,Fernweh,Urlaub,Realismus,Impressionismus,Marseille,en plein air,Reise,Wärme,Jahreszeit",1860
1653,"Postkarte,Patrizier,Fest,Marktstand,Handel,Messe (Wirtschaft),Händler,Kaufmann,Adel,Maskenball,Stadttor",1780
1676,"Erzählung,Mythos,Wanderung,Reise,Idylle,Diebstahl,Verrat,Moral,Geldbeutel,Götterbote",1600
1677,"Teich,Jagd,Spiel,Lust,Verführung,Gewalt,Schwester,Liebe,Musik,Panflöte,Pfeife (Blasinstrument),Keuschheit,Metamorphose",1600
1680,"Abendsonne,Sonnenuntergang,Nachmittag,Herbst,Freizeit,Erholung,Gespräch,Geselligkeit,Pfeife,Bier,Bierkrug,Atmosphäre,Gastwirt,Wirtshaus",1790
1702,"Rokoko,Frankreich,Patrizier,Adel,Frankfurt am Main,Repräsentationsbild,Repräsentation,Reichtum,Preußen,Prinz,Überheblichkeit,Park,Spaziergang,Spätsommer,Veilchen",1780
1703,"Rokoko,Frankreich,Frankfurt am Main,Repräsentationsbild,Repräsentation,Reichtum,Adel,Prinzessin,Ruine,Grabstein,Denkmal,Park,Spaziergang",1780
1704,"Lichtung,Park,Wald,Dickicht,Rokoko,Frankfurt am Main,Adel,Repräsentationsbild,Repräsentation,Reichtum,Preußen,Prinz,Spaziergang",1780
1705,"Rokoko,Frankreich,Patrizier,Frankfurt am Main,Adel,Repräsentationsbild,Repräsentation,Reichtum,Preußen,Akademie,Hofmaler,Tugend",1750
1706,"Rokoko,Frankreich,Patrizier,Frankfurt am Main,Feldherr,Jagd,Repräsentationsbild,Repräsentation,Reichtum,Preußen,Akademie,Hofmaler,Gegenstück,Hannover,Prinz,Jäger",1750
1716,"Dom,Gegenstück,Ehepaar,Allianzbildnis,Hochzeit,Taunus,Ehemann,Patrizier,Reichtum,Renaissance,Kaufmann,Taunus,Cartellino",1530
1717,"Ehefrau,Ehepaar,Hochzeit,Gegenstück,Allianzbildnis,Hörnerhaube,Morgen,Renaissance,Stand,Adel,Patrizier,Reichtum,Traum,Weinberg,Taunus",1530
1723,"Glaube,Himmelsreich,Christentum,Taufe,Protestantismus,Reformation,Mutter-Kind-Beziehung,Mütterlichkeit,Unschuld,Sünde,Erlösung,Skepsis,Parabel",1530
1724,"Hinrichtung,Muttergottes,Mutter,Schrei,Heilsgeschichte,Sieben Schmerzen Mariä,Mitgefühl,Mater dolorosa,Sieben Schmerzen Mariä",1580
1729,"Tugend,Frankfurt am Main,Münster (Westfalen),Krieg,Liebe,Begierde,Eucharistie,Glaube,Wirklichkeit,Ironie,Macht,Herrschaft,Emanzipation,Bürgermeister,Reichtum,Patrizier,Stand,Niederlande,Oberitalien,Ideallandschaft,Allegorie,Hochzeit,Altan",1530
1731,"Stifter,Frömmigkeit,Muttergottes,Wittenberg,Katholizismus,Süddeutschland,Sonne,Neues Testament,Erbsünde,Liturgisches Gewand,Gesang,Litanei,Reichsapfel,Auftragsarbeit,Mandorla,Priester,Diakon,Devotion,Samt,Königin,Marienkrönung",1520
1739,"Frömmigkeit,Frankfurt am Main,Koralle,Patrizier,Adel,Kaufmann,Renaissance,Stolz,Reichtum,Selbstbewusstsein,Herrschaftlichkeit,Ohrenklappe",1500
1747,"Dressur,Erziehung,Ideal,Patrizier,Frankfurt am Main,Repräsentationsbild,Legitimation,Reichtum,Rokoko,Hannover,Preußen,Kinderporträt,Frankreich,Freund,Treue,Cavalier King Charles Spaniel,Gegenstück,Akademie,Hofmaler,Perücke",1750
1779,"Samt,Schwalbenschwanz,Apfel,Birne,Garten,Garten Eden,Baum der Erkenntnis,Prophezeiung,Gotik,Christentum,Glaube,Erlösung,Mutter,Muttergottes,Gottessohn,Paradiesgärtlein,Windel,Sündenfall,Altes Testament,Neues Testament,Wurzel Jesse,Symbol,Apokryphen,Spielzeug,Seele",1420
1789,"Altarbild,Kulisse,Tod,Attribut,Schutzpatron,Zimmermann,Reinheit,Traum,Fresko,Kopie,Neulerchenfelder Pfarrkirche (Wien),Vater,Himmelfahrt,Weihrauchgefäß,Keuschheit,Liebe,Trauer,Zuversicht,Hoffnung,Fürsorge,Memento mori",1730
1792,"Nacht,Dunkelheit,Übermalung,Schlaf,Altar,Altarflügel,Retabel,Wandelaltar,Polyptychon,Frauenkirche (Nürnberg),Böhmen,Jünger,Erscheinung,Traum,Vision,Tod,Vorahnung,Gefangennahme Christi,Schlaf",1420
1793,"Soldat,Krieger,Krieg,Klagende,Schmerz,Chaos,Ruine,Vergänglichkeit,Flucht,Proportionalität,Riese,Hölle,Angst",1590
1798,"Frankfurt am Main,Stofflichkeit,Rezeption,Romantik,Gotik,Nazarener,Salon,Kunstsammler,Ehefrau,Gesellschaft,Jugend,Schönheit,Adel,Repräsentationsbild,Seide",1830
1799,"Seele,Tod,Blindheit,Krieger,Abbild,Gewalt,Folter,Qual,Brutalität,Verurteilung,Triptychon,Tracht,Uniform,Dämon,Toter,Leichnam,Hinrichtung,Sieben Schmerzen Mariä",1430
1805,"Herrschaftlichkeit,Märchen,Ländlichkeit,Gefahr,Ungewissheit,Schütze,Jagd,Jäger,Leblosigkeit",1880
1806,"Toskana,Bürgertum,Herrschaftlichkeit,Stolz,Kontemplation,Versunkenheit,Strenge,Atelier",1890
1811,"Paris,Dekadenz,Paris-Quartier Latin,Gesellschaft,Vergnügen,Freizeit,Zeitvertreib,Ignoranz,Fauvismus,Thonetstuhl,Mode,Fin de siècle,Eleganz",1890
1812,"Arbeit,Handwerk,Alltag,Handarbeit,Holland,Niederlande,Studienreise,Familie,Momentaufnahme,Impressionismus,Bauer,Bäuerlichkeit,Armut,Tapete,Wandmalerei,Konzentration (Psychologie)",1880
1819,"Konzentration (Psychologie),Nähe,Kindheit,Unschuld,Erziehung,Bürgertum,Erinnerung,Natürlichkeit,Realismus",0
1821,"Morgendämmerung,Nähe,Gegenständlichkeit,Verschlossenheit,Wand,Blickirritation,Abgeschiedenheit,Unberührtheit,Ungewissheit,Rosenberg (Berg),Böhmische Schweiz,Riesengebirge,Trinität,Märchen",1830
1825,"Urgewalt,Hilflosigkeit,Machtlosigkeit,Naturkatastrophe,Gefahr,Forschung,Wissenschaft,Macht,Ungezähmtheit,Naturschauspiel,Naturgewalt,Temperament,Lebendigkeit,Explosion,Zerstörung,Vier Elemente,Wasser,Luft,Erde,Feuer,Gegensatz,Bedrohung,Vergänglichkeit,Pompeji,Hitze,Neugierde,Sonnenuntergang,Dämmerung,Italienreise,Italiener,Reisender,Geologe",1820
1838,"Liebe,Geliebte,Jugend,Schülerin,Spitze,Tüll,Seide,Impressionismus,Perle,Rose,Adel,Jugend",1860
1852,"Sonnenuntergang,Dämmerung,Nachmittag,Erholung,Idylle,Naturerfahrung,Liebespaar,Spätsommer,Sommer,Laubfärbung,Feld,Rokoko,Bürgertum,Stadt,Ferne,Weite",1780
1855,"Gesicht,Hals,Clown,Haarsträhne,Augenbraue,Maske,Schminke,Karneval,Zirkus,Nussknacker,Konstruktion,Reduktion,Geometrie,Kinderzeichnung,Bauklotz,Baukasten,Puzzle,Archetyp,Lächeln,Musik,Synästhesie,Ikonenmalerei,Ordnung,Serialität",1920
1856,"Wirtshaus,Adelshaus,Keller,Vorratskeller,Weinkeller,Weinfass,Alkohol,Arbeiter,Arbeit,Bediensteter,Rüstung,Brustpanzer,Schamkapsel,Dolch,Gewicht,Kraft,Aufseher,Lieferung,Ware,Lagerung,Körperlichkeit,Muskulosität,Handelshaus,Alltag,Burg,Schloss,Familienwappen,Stadtwappen,Weinberg,Weingut",1530
1881,"Frankfurt am Main,Kronberg im Taunus,Frankreich,Bauernhaus,Dorf,Idylle,Licht,Atmosphäre,Abendsonne,Nachmittag,Vergänglichkeit,Zerstörung,Brand",1850
1887,"Jünger,Offenbarung,Kreuzigung,Tafelbild,Tafelkreuz,Fragment,Pathosformel,Trauergestus,Anteilnahme,Mitgefühl,Klage (Religion),Italienische Tafelmalerei,San Piero a Grado (Pisa),Antikenrezeption,Maniera greca,Ikonenmalerei",1310
1889,"Witwe,Trauer,Geist,Vampir,Leblosigkeit,Trauernde,Renaissance,Italien,Tragödie,Leid,Adel,Herrschaftlichkeit,Erschöpfung,Unnahbarkeit,Distanz (Psychologie),Ambivalenz,Schauspielerei,Isolation,Aussicht,Rose,Ölbaum",1860
1942,"Schönheit,Fruchtbarkeit,Sommer,Italien,Kalender,Ernte,Bäuerin,Herbst,Römerin,Jahreszeit,Allegorie,Pomezia,Stillleben,Klassizismus",1660
2000,"Frau,Gold,Waffe,Speer,Lanze,Krieg,Krieger,Tod,Schmerz,Gefühl,Mimik,Hölle,Blut (Mensch),Ruine,Wut,Wahn",1900
2011,"Märchen,Nacht,Stadt,Metropole,Futurismus,Kubismus,Abstraktion,Mensch,Rauch,Straße,Blume,Markt,Spiegelung,Wiederholung,Pferd,Momentaufnahme,Gleichzeitigkeit,Fragment,Spaziergang,Freundschaft,Freundin",1910
2024,"Tambourin,Konzert,Musik,Samt,Rom,Kreuzerhöhung,Christentum,Katholizismus,Ecclesia triumphans,Kreuzauffindung,Grabtuch,Erlösung,Dunst,Allegorie,Glaube,Passion,Hausaltar,Theologie,Fest,Neues Testament,Altes Testament,Christliche Kirche,Geneologische Tafel,Bewegung (Körperbewegung),Reformation,Marienleben",1600
2045,"Tischplatte,Holz,Duft,Herbst,Garten,Frankreich,Deutschland,Impressionismus,Realismus,Spaziergang,Efeu",1880
2053,"Katholizismus,Christentum,Religiösität,Frömmigkeit,Glaube,Unschuld,Privatandacht,Sinnbild",1670
2054,"Jerusalem,Byzanz,Gesinnung,Stadt,Zuschauer,Umzug,Stadttor,Passion,Demütigung,Nacht,Kaiser,Canossagang,Ecclesia militans,Macht,Demütigung,Investiturstreit",1600
2055,"Biene,Wespe,Kuchen,Gebäck,Kandis,Konfekt,Brötchen,Weißbrot,Pastete,Ingwer,Birne,Feige,Marmor,Zuckerkristall,Porzellan,Chinoiserie,Heilung,Apotheke,Vergänglichkeit,Vanitas,Sünde,Luxus,Glas à la façon de Venise",1630
